Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,finance_relevant,unep_attributed,attributable_relevant_doc,sd,finance_policy_score,unep_attribution_score,instrument_type,action_stage,actor_type,evidence_level,finance_justification,unep_justification,evidence_phrases
Kenya,2022-2026,https://www.nairobiconvention.org/clearinghouse/sites/default/files/Synthesis%20Report%20Popular%20Version%2013062023.pdf,2022,2026,2024,AN ASSESSMENT OF THE STATUS OF BLUE ECONOMY ...,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_nairobiconvention_org_AN_ASSESSMENT_OF_THE_STATUS_OF_BLUE_ECONOMY_.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP attribution found,[]
Kenya,2022-2026,https://www.nations-united.org/UNEP_Environment_Programme_Nations_United.html,2022,2026,2024,UNEP ENVIRONMENT PROGRAMME UNITED NATIONS,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_nations-united_org_UNEP_ENVIRONMENT_PROGRAMME_UNITED_NATIONS.txt,False,False,False,,0,0,none,none,unclear,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance in Kenya for the period 2022-2026.",The document does not explicitly link UNEP to any specific policy instrument or standard adoption in Kenya for the period 2022-2026.,[]
Kenya,2022-2026,https://www.nmun.org/assets/documents/conference-archives/washington-dc/2025/nmundc25-bgg-unea.pdf,2022,2026,2024,UNEA - BGG (Final,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_nmun_org_UNEA_BGG_Final.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch failure.,No evidence found due to document fetch failure.,[]
Kenya,2022-2026,https://www.oecd.org/en/publications/2025/06/government-at-a-glance-2025_70e14c6c/full-report/governing-for-the-green-transition_075e9a83.html,2022,2026,2024,Governing for the green transition: Government at a Glance ...,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_oecd_org_Governing_for_the_green_transition_Government_at_a.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance instruments specific to Kenya during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard mentioned in the document.,[]
Kenya,2022-2026,https://www.ohchr.org/sites/default/files/documents/issues/environment/srenvironment/activities/2024-04-22-stm-earth-day-sr-env.pdf,2022,2026,2024,The Right to a Healthy Environment,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_ohchr_org_The_Right_to_a_Healthy_Environment.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to Kenya or the time window 2022-2026, nor does it discuss finance, economy, environment, business, or sustainability in the context of SCP, circularity, or green economy approaches.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in Kenya for the time window 2022-2026.,"[""No relevant phrases""]"
Kenya,2022-2026,https://www.oneplanetnetwork.org/sites/default/files/2025-07/250515-Global%20Framework%20for%20Action_V9.pdf,2022,2026,2024,Global Framework for Action,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_oneplanetnetwork_org_Global_Framework_for_Action.txt,False,False,False,,0,0,none,none,unclear,unclear,The document does not contain explicit evidence related to Kenya or the time window 2022-2026.,The document does not explicitly link UNEP or UNEP-supported work to any policy instrument or standard in Kenya.,[]
Kenya,2022-2026,https://www.oneplanetnetwork.org/sites/default/files/2025-12/UNEP%20Blueprint%20-%20FINAL.pdf,2022,2026,2024,Blueprint for a Global Digital Product Information System ( ...,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_oneplanetnetwork_org_Blueprint_for_a_Global_Digital_Product_Information.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance in Kenya during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in Kenya during 2022-2026.,[]
Kenya,2022-2026,https://www.oneplanetnetwork.org/sites/default/files/from-crm/Global%2520Strategy%2520for%2520SCP_approved%252019th%2520October%25202022_Approved_Unedited_0.pdf,2022,2026,2024,Global Strategy for Sustainable Consumption and ...,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_oneplanetnetwork_org_Global_Strategy_for_Sustainable_Consumption_and_.txt,False,False,False,,0,0,none,none,unclear,unclear,The document does not contain explicit evidence related to Kenya or the time window 2022-2026.,The document does not contain an explicit link to UNEP or UNEP-supported work.,[]
Kenya,2022-2026,https://www.oneplanetnetwork.org/sites/default/files/from-crm/UNEP_2022_%2520SPP_Global_Review_Part_1_0.pdf,2022,2026,2024,2022 GLOBAL REVIEW,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_oneplanetnetwork_org_2022_GLOBAL_REVIEW.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable public procurement policies or standards for Kenya in 2022-2026.",There is no explicit link between UNEP and any policy instrument or standard for Kenya in 2022-2026.,[]
Kenya,2022-2026,https://www.researchgate.net/publication/363258265_United_Nations_Environment_Program_UNEP,2022,2026,2024,(PDF) United Nations Environment Program (UNEP),UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_researchgate_net__PDF_United_Nations_Environment_Program_UNEP_.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policy instruments or standards for Kenya in 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard for SCP, circularity, or green economy approaches in Kenya during 2022-2026.",[]
Kenya,2022-2026,https://www.sciencedirect.com/science/article/pii/S0305750X24001918,2022,2026,2024,Alignment mechanisms to effectively govern the ...,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_sciencedirect_com_Alignment_mechanisms_to_effectively_govern_the_.txt,False,False,False,,0,0,none,none,unclear,unclear,The document does not contain any relevant information about Kenya or the time window 2022-2026.,The document does not contain any relevant information about UNEP or its activities.,[]
