Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,law_relevant,unep_attributed,attributable_relevant_doc,sd,env_law_score,unep_attribution_score,support_type,action_stage,evidence_level,law_justification,unep_justification,evidence_phrases
Ghana,2022-2026,https://training.iaia.org/wp-content/uploads/2023/11/SEAManual.pdf,2022,2026,2024,STRATEGIC ENVIRONMENTAL ASSESSMENT (SEA) ...,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,training_iaia_org_STRATEGIC_ENVIRONMENTAL_ASSESSMENT_SEA_.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Ghana,2022-2026,https://um.dk/media/lzzo5ww5/unep-2022-2025.pdf,2022,2026,2024,Danish Organisation Strategy for United Nations ...,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,um_dk_Danish_Organisation_Strategy_for_United_Nations_.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2022-2026.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing any environmental law or governance outcome in Ghana during 2022-2026.,[]
Ghana,2022-2026,https://unemg.org/wp-content/uploads/2023/02/20.02.23-Mapping-Efforts-Pollution.pdf,2022,2026,2024,An overview of UN Activities and Initiatives related to ...,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,unemg_org_An_overview_of_UN_Activities_and_Initiatives_relat.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant evidence found in the document.,No UNEP attribution found in the document.,[]
Ghana,2022-2026,https://unepccc.org/wp-content/uploads/2025/10/the-climate-technology-progress-report-2025.pdf,2022,2026,2024,The Climate Technology Progress Report 2025,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,unepccc_org_The_Climate_Technology_Progress_Report_2025.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2022-2026.",There is no explicit link between UNEP and any environmental law or policy initiative in Ghana during 2022-2026.,"[""No relevant evidence found""]"
Ghana,2022-2026,https://unesdoc.unesco.org/ark:/48223/pf0000388948,2022,2026,2024,The United Nations World Water Development Report 2024,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,unesdoc_unesco_org_The_United_Nations_World_Water_Development_Report_.txt,False,False,False,,0.0,0.0,none,none,unclear,The document is not relevant to environmental law or institutional support in Ghana for the period 2022-2026.,There is no explicit link to UNEP or any environmental law/institutional support in Ghana for 2022-2026.,[]
Ghana,2022-2026,https://wilj.law.wisc.edu/wp-content/uploads/sites/1270/2022/09/39.3_391-430_Grant-Kent-Trinidad.pdf,2022,2026,2024,BETTER LATE THAN NEVER? THE ENVIRONMENTAL ...,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,wilj_law_wisc_edu_BETTER_LATE_THAN_NEVER_THE_ENVIRONMENTAL_.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana during 2022-2026. The document appears to be a general discussion on international environmental law, specifically focusing on the Environmental Impact Assessment (EIA) and its timing and function.",There is no mention of UNEP in relation to specific environmental law or institutional support initiatives in Ghana during 2022-2026.,"[""The document does not contain any relevant evidence phrases related to environmental law or UNEP attribution in Ghana during 2022-2026.""]"
Ghana,2022-2026,https://www.afriwise.com/blog/highlights-of-ghanas-new-environmental-protection-act,2022,2026,2024,Highlights of Ghana's New Environmental Protection Act,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_afriwise_com_Highlights_of_Ghana_s_New_Environmental_Protection.txt,True,False,False,,81.0,0.0,new environmental law,enacted,national,"The document provides clear evidence of Ghana enacting a new environmental law, specifically the Environmental Protection Act 2025 (Act 1124), which revises and updates the previous Environmental Protection Agency Act of 1994 (Act 490) to align with current environmental trends and international commitments.","There is no explicit mention or link of UNEP supporting or being involved in the development, adoption, or implementation of the Environmental Protection Act 2025 (Act 1124).","[""The Environmental Protection Act 2025 (Act 1124) was passed to address these changes in the environmental landscape."", ""The Environmental Protection Agency Act of 1994 (Act 490) was enacted to establish the Environmental Protection Agency and address environmental issues.""]"
Ghana,2022-2026,https://www.ajbmr.com/files/download/95aad5d449fc546,2022,2026,2024,The Relationship Between Policy Implementation and ...,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_ajbmr_com_The_Relationship_Between_Policy_Implementation_and.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2022-2026,https://www.apu.apus.edu/area-of-study/security-and-global-studies/resources/what-is-environmental-law/,2022,2026,2024,What is Environmental Law - And Why Does it Matter?,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_apu_apus_edu_What_is_Environmental_Law_And_Why_Does_it_Matter_.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document does not contain explicit evidence related to environmental law, policies, or institutional support initiatives in Ghana during 2022-2026.","There is no explicit link between UNEP and any environmental law, policy, or institutional support initiative in Ghana during 2022-2026.",[]
Ghana,2022-2026,https://www.basel.int/Portals/4/Basel%20Convention/docs/plastic%20waste/UNEP-FAO-CHW-RC-POPS-PUB-GlobalGovernancePlastics-2023.pdf,2022,2026,2024,GLOBAL GOVERNANCE OF PLASTICS AND ...,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_basel_int_GLOBAL_GOVERNANCE_OF_PLASTICS_AND_.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Ghana,2022-2026,https://www.diz-ghana.com/en/updates/ghanas-approach-to-environmental-and-social-responsibility-under-afcfta/126,2022,2026,2024,Ghana's Approach to Environmental and Social ...,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_diz-ghana_com_Ghana_s_Approach_to_Environmental_and_Social_.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Ghana,2022-2026,https://www.ecowapp.org/sites/default/files/en_bess_regional_environmental_framework_fv_en.pdf,2022,2026,2024,Regional Environmental Framework Report,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_ecowapp_org_Regional_Environmental_Framework_Report.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not provide explicit evidence of new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana for the period 2022-2026.",There is no explicit link between UNEP and any environmental law or policy initiative in Ghana for the period 2022-2026.,"[""The document is about a regional environmental framework for the deployment of Battery Energy Storage Systems (BESS) in West Africa, but it does not specifically mention Ghana or provide evidence of new environmental laws or policies in Ghana for the period 2022-2026.""]"
