"Overton id",Title,"Translated title","Document type","Source title","Source country","Source state","Source sector","Source organisation type","Source function",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
stateofwesternaustralia-1af00dfa33a7d4fa440c499f42ea49cd,"Cumulative Pressures on the Distinctive Values of Exmouth Gulf",,Publication,"State of Western Australia",Australia,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2021-12-08,0,0,https://www.epa.wa.gov.au/sites/default/files/Publications/Exmouth%20Gulf%20Appendix%20C%20-%20WAMSI%20Report_updated.pdf,https://app.overton.io/document.php?policy_document_id=stateofwesternaustralia-1af00dfa33a7d4fa440c499f42ea49cd,,,"Agriculture|Air pollution|Algae",eng,"Environmental Protection Authority","SDG 13: Climate Action|SDG Target 13.1","Cumulative pressures on the distinctive values of Exmouth Gulf"
govdeptsbrazil-08411f4fdf318b43dfc36aa0c08da15d,"Análise E Mensuração Econômica Dos Riscos Associados à Mudança Do Clima Para O Setor De Turismo E Identificação De Medidas De Adaptação Em Salvador – Ba","Analysis and Economic Measurement of Risks Associated with Climate Change for the Tourism Sector and Identification of Adaptation Measures in Salvador – Ba",Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2021-12-07,0,0,http://diretoriopre.mma.gov.br/index.php/category/84-bmub-proadapta-apoio-ao-brasil-na-implementacao-da-sua-agenda-nacional-de-adaptacao-a-mudanca-do-clima?download=3772:salvador-12-produto-1-relatorio-inicial,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-08411f4fdf318b43dfc36aa0c08da15d,,,"Bahia|Bay of All Saints|Brazil",por,"Ministry of Environment and Climate Change","SDG 8: Decent Work and Economic Growth|SDG Target 8.9|SDG 13: Climate Action|SDG Target 13.1","Climate change adaptation for the tourism sector in Salvador, Brazil"
govdeptsfrance-758e3955469bb8b543d44715ae561d9a,"N ° 294",,Publication,"French Government Ministries",France,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2021-12-07,4,4,https://www.tresor.economie.gouv.fr/Articles/d05e78d4-872c-48d2-a760-973c98ee8b26/files/16843cf6-312e-42ba-8dbe-1d1e870dbeb4,https://app.overton.io/document.php?policy_document_id=govdeptsfrance-758e3955469bb8b543d44715ae561d9a,,,"Biodiversity|Biodiversity loss|Climate change",fre,"French Ministry of the Economy","SDG 15: Life on Land|SDG Target 15.5|SDG Target 15.9","Preservation of biodiversity and economic value of ecosystem services"
stateofcanarias-01966449dbe92c271c76759ff8f20aa2,"A New Signal of Tropicalization in the Northeast Atlantic: The Spread of the Spotfin Burrfish Chilomycterus reticulatus in Madeira Archipelago and Its Invasion Risk",,"Scholarly article","Gobierno de Canarias",Spain,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2021-12-03,0,0,https://www.gobiernodecanarias.org/medioambiente/descargas/Cofinanciacion-europea/MIMAR_PLUS/P_CIENTIFICAS/2021/Castro-Scha%CC%88fer-et-al-2021-Diversity.pdf,https://app.overton.io/document.php?policy_document_id=stateofcanarias-01966449dbe92c271c76759ff8f20aa2,,,"Aquatic ecosystem|Biodiversity|Citizen science",eng,,"SDG 15: Life on Land|SDG Target 15.8","Spread of non-indigenous species in the Madeira Archipelago"
governmentofuganda-054370758782c8f820e08277fe148412,"National REDD+ Strategy and Action Plan",,Publication,"Government of Uganda",Uganda,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2021-12-03,0,0,https://www.mwe.go.ug/sites/default/files/library/Uganda%20REDD%2B%20Strategy%20%20-%20(Second%20Edition%2C%20June%202021).pdf,https://app.overton.io/document.php?policy_document_id=governmentofuganda-054370758782c8f820e08277fe148412,,,"Agriculture|Biogas|Climate change mitigation",eng,"Ministry of Water and Environment","SDG 13: Climate Action|SDG Target 13.2|SDG 15: Life on Land|SDG Target 15.2|SDG Target 15.5","Uganda's National REDD+ Strategy and Action Plan"
texasgov-5a8c2a9ed29eb8ca4c9df6f0d468ae56,"Ecosystem Services Benefits Tool for Hazard Mitigation - Full Methodology 12-01-2021",,Publication,"State of Texas",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2021-12-01,0,1,https://glo.texas.gov/coast/coastal-management/forms/files/haz-mit/glo-ecosystem-services-benefits-tool-for-hazard-mitigation---full-methodology-12-01-21.pdf,https://app.overton.io/document.php?policy_document_id=texasgov-5a8c2a9ed29eb8ca4c9df6f0d468ae56,,,"Algal bloom|Beach|Biodiversity",eng,,"SDG 13: Climate Action|SDG Target 13.1|SDG 14: Life Below Water|SDG Target 14.2|SDG 15: Life on Land|SDG Target 15.1|SDG Target 15.9","Hazard Mitigation Funding Opportunity for Coastal Resilience Projects with Ecosystem Services"
provinceofquebec-3c09efe54081ae9b1a8e6e357f6acb09,"Revue de littérature sur les facteurs impliqués dans le déclin des populations de caribous forestiers au Québec et de caribous montagnards de la Gaspésie","Literature review on the factors involved in the decline of forest caribou populations in Quebec and mountain caribou populations in Gaspésie",Publication,"Province of Québec",Canada,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2021-11-30,0,2,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/environnement/strategie/caribous/consultation-2019/revue-litterature-caribous-forestiers-montagnards.pdf,https://app.overton.io/document.php?policy_document_id=provinceofquebec-3c09efe54081ae9b1a8e6e357f6acb09,,,"Abundance (ecology)|Animals|Biogeochemistry",fre,,"SDG 15: Life on Land|SDG Target 15.5","Decline of caribou populations in Quebec and Gaspésie"
environmentnz-0e50fd9a4ceaaee5ea1a6223bfc3fcc1,"Proposed amendments to the Environmental Reporting Act 2015: Preliminary cost benefit analysis",,Publication,"Ministry for the Environment","New Zealand",,"Public Sector",Government,"National Body|Government Department",2021-11-25,0,0,https://environment.govt.nz/publications/proposed-amendments-to-the-environmental-reporting-act-2015-preliminary-cost-benefit-analysis/,https://app.overton.io/document.php?policy_document_id=environmentnz-0e50fd9a4ceaaee5ea1a6223bfc3fcc1,,,"Beta distribution|Branches of science|Business",eng,,,"Environmental Reporting Act 2015"
naturvardsverket-af05250692d86d4320c56a19c9f36bdd,"Renar, renskötsel och vindkraft: Vinter- och barmarksbete","Reindeer, reindeer husbandry and wind power: Winter and bare ground grazing",Publication,Naturvårdsverket,Sweden,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Policy Centre|Monitoring or Regulatory Body",2021-11-04,2,6,http://naturvardsverket.diva-portal.org/smash/get/diva2:1651427/FULLTEXT01.pdf,https://app.overton.io/document.php?policy_document_id=naturvardsverket-af05250692d86d4320c56a19c9f36bdd,,,"Cetacea|Climate change|Earth sciences",swe,,,"Effects of wind power development on reindeer behavior and herding practices"
kenyagov-e5f67d54e2fd42ce35f25811530e6646,"Training Report",,Publication,"Government of Kenya",Kenya,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2021-11-04,0,0,https://drslpkenya.kilimo.go.ke/wp-content/uploads/2021/11/Training-Report-NGOs-RLACC_T005.pdf,https://app.overton.io/document.php?policy_document_id=kenyagov-e5f67d54e2fd42ce35f25811530e6646,,,"Adaptive management|Agriculture|Capacity building",eng,"Ministry of Agriculture and Irrigation","SDG 13: Climate Action|SDG Target 13.1","Climate change resilience training"
kenyagov-7bc50093a866b7b0813894bd5656efcb,"Training of Non-Governmental Organizations (NGOs) and Community Based Organizations (CBOs) on Resilience to Climate Change in an Agro-pastoral Context",,Publication,"Government of Kenya",Kenya,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2021-11-04,0,0,https://drslpkenya.kilimo.go.ke/wp-content/uploads/2021/11/TRAINING-PACKAGE-inventory-adaptation-practices-NGO_CBO-training.pdf,https://app.overton.io/document.php?policy_document_id=kenyagov-7bc50093a866b7b0813894bd5656efcb,,,"Agriculture|Climate change|Climate change adaptation",eng,"Ministry of Agriculture and Irrigation","SDG 13: Climate Action|SDG Target 13.1|SDG Target 13.3","Climate resilience in pastoral and agro-pastoral communities in Kenya"
govie-86e0750acb31977060812120af08eace,"Marine Strategy Framework Directive (2008/56/EC) - Article 17 Update to Ireland's Marine Strategy Part 2: Monitoring Programme (Article 11)",,Publication,GOV.IE,Ireland,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2021-11-01,0,2,https://www.gov.ie/en/publication/c5d15-marine-strategy-framework-directive-200856ec-article-17-update-to-irelands-marine-strategy-part-2monitoring-programme-article-11/,https://app.overton.io/document.php?policy_document_id=govie-86e0750acb31977060812120af08eace,,,"Atlantic bluefin tuna|Atlantic salmon|Biodiversity",eng,"Department of Housing, Local Government and Heritage","SDG 14: Life Below Water|SDG Target 14.2","Update to Ireland's Marine Strategy Part 2: Monitoring Programme"
govdeptsbrazil-76cbc47b6006abb25ec80b9453708260,"Matai | —|","Master | —|",Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2021-10-27,0,0,https://www.iagro.ms.gov.br/wp-content/uploads/2025/05/8.-Valoracao-do-Dano-Ambiental-diretrizes-para-valoracao-de-danos-ambientais.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-76cbc47b6006abb25ec80b9453708260,,,"Agriculture|Amazon rainforest|Bail",por,"Ministry of Health",,"Guidelines for Valuation of Environmental Damages"
britishacademy-3ad4d3649c9491b525ae348b80ec8339,"Valuing Inclusion and Diversity, Embracing Uncertainty: Ways Forward for Nature-based Solutions",,Publication,"British Academy",UK,,"Third Sector",Government,"National Body|Arm's Length Body|Learned Society",2021-10-23,1,2,https://www.thebritishacademy.ac.uk/publications/valuing-inclusion-and-diversity-embracing-uncertainty-ways-forward-for-nature-based-solutions/,https://app.overton.io/document.php?policy_document_id=britishacademy-3ad4d3649c9491b525ae348b80ec8339,,,"Biodiversity|Biodiversity loss|Carbon neutrality",eng,,"SDG 13: Climate Action|SDG Target 13.2|SDG 15: Life on Land|SDG Target 15.5|SDG Target 15.9","Nature-based Solutions"
britishacademy-636f10aa6f60c428e9f4f7598c122b77,"Nature-Based Solutions and the Green Economy",,Publication,"British Academy",UK,,"Third Sector",Government,"National Body|Arm's Length Body|Learned Society",2021-10-23,0,2,https://www.thebritishacademy.ac.uk/publications/nature-based-solutions-and-the-green-economy/,https://app.overton.io/document.php?policy_document_id=britishacademy-636f10aa6f60c428e9f4f7598c122b77,,,"Biodiversity|British Academy|Carbon sequestration",eng,,"SDG 13: Climate Action|SDG Target 13.2|SDG 15: Life on Land|SDG Target 15.9","Nature-based solutions and the green economy"
europa-a177c64acf2e72dac5bdbec7db8eafc9,"Study on integrating an ecosystem-based approach into maritime spatial planning : project case-study reports.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2021-10-22,1,3,https://op.europa.eu/en/publication-detail/-/publication/707ddfe7-353c-11ec-bd8e-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-a177c64acf2e72dac5bdbec7db8eafc9,,,"Aquaculture|Biodiversity|Climate resilience",eng,"Baltic Environmental Forum|Fresh Thoughts Consulting|ACTeon|Burg, Sander van den|Jongbloed, Ruud|GRID-Arendal|Noon, Vera|European Climate, Infrastructure and Environment Executive Agency (European Commission)|Gissi, Elena|Ruskule, Anda|Roebeling, Peter|National Research Council Institute of Marine Science|Rivière, Cloé|Piet, Gerjan|Barbanti, Andrea|Manea, Elisabetta|Milkova, Tanya|Milieu Consulting|Lieberknecht|Wageningen Research|Veidemane, Kristina|Strosser, Pierre","SDG 7: Affordable and Clean Energy|SDG Target 7.2|SDG 14: Life Below Water|SDG Target 14.2","Maritime spatial planning"
europa-1f240fe10116c9644cfc66cb9c1cda21,"Study on integrating an ecosystem-based approach into maritime spatial planning","Study on integrating an ecosystem-based approach into maritime spatial planning - Publications Office of the EU",Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2021-10-22,0,0,https://op.europa.eu/en/publication-detail/-/publication/707ddfe7-353c-11ec-bd8e-01aa75ed71a1/language-en,https://app.overton.io/document.php?policy_document_id=europa-1f240fe10116c9644cfc66cb9c1cda21,,,"Aquaculture|Biodiversity|Climate resilience",eng,"European Climate, Infrastructure and Environment Executive Agency (European Commission)|ACTeon|Baltic Environmental Forum|Noon, Vera|National Research Council Institute of Marine Science|Ruskule, Anda|Manea, Elisabetta|Roebeling, Peter|Rivière, Cloé|Milkova, Tanya|Milieu Consulting|Lieberknecht|Jongbloed, Ruud|Burg, Sander van den|GRID-Arendal|Piet, Gerjan|Gissi, Elena|Barbanti, Andrea|Fresh Thoughts Consulting|Wageningen Research|Veidemane, Kristina|Strosser, Pierre","SDG 7: Affordable and Clean Energy|SDG Target 7.2|SDG 14: Life Below Water|SDG Target 14.2","Maritime spatial planning, ecosystem-based approach, renewable energy, sustainable food, nature conservation"
naturvardsverket-a10d06f2767e990f0be1dd5b491feba4,"Vindkraftens påverkan på människors intressen: Uppdaterad syntesrapport 2021","The impact of wind power on human interests: Updated synthesis report 2021",Publication,Naturvårdsverket,Sweden,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Policy Centre|Monitoring or Regulatory Body",2021-10-11,3,4,http://naturvardsverket.diva-portal.org/smash/get/diva2:1608290/FULLTEXT01.pdf,https://app.overton.io/document.php?policy_document_id=naturvardsverket-a10d06f2767e990f0be1dd5b491feba4,,,"Cardiovascular disease|Climate change|Decibel",swe,,"SDG 7: Affordable and Clean Energy|SDG Target 7.2","Impact of wind power on human interests"
federalpublicservicesbe-5b1aae1899bf744f2fe20c7976759568,"Mededeling 277","Announcement 277",Publication,"Belgian Federal Public Services",Belgium,,"Public Sector",Government,"National Body|Government Department",2021-09-13,0,0,https://www.health.belgium.be/sites/default/files/uploads/fields/fpshealth_theme_file/2021_fishery_measures_report.pdf,https://app.overton.io/document.php?policy_document_id=federalpublicservicesbe-5b1aae1899bf744f2fe20c7976759568,,,"Benthic zone|Bottom trawling|Conservation biology",eng,"Health, Food Chain Safety and Environment FPS","SDG 14: Life Below Water|SDG Target 14.2","Marine habitat protection in the Belgian part of the North Sea"
nrelosti-8a23f9c29d674b02924b0aff53fa0001,"Life Cycle Greenhouse Gas Emissions from Electricity Generation: Update",,Publication,"National Renewable Energy Laboratory",USA,,"Public Sector",Government,"National Body|Arm's Length Body|Research Centre|Policy Centre",2021-09-09,54,55,https://www.osti.gov/biblio/1820320,https://app.overton.io/document.php?policy_document_id=nrelosti-8a23f9c29d674b02924b0aff53fa0001,"Program document",,"Biomass|Carbon capture and storage|Chemistry",eng,,"SDG 13: Climate Action|SDG Target 13.2","Life cycle greenhouse gas emissions from electricity generation"
cityofportland-c372bff45140860e11fc5f0ae740ba77,"Sustainable Consumption and Production: Report and Two-year Workplan",,Publication,"City of Portland",USA,,"Public Sector",Government,"Municipal Body|Public Service",2021-09-09,1,1,https://www.portland.gov/sites/default/files/2021/sustainable-consumption-and-production-report-and-two-year-workplan.pdf,https://app.overton.io/document.php?policy_document_id=cityofportland-c372bff45140860e11fc5f0ae740ba77,,,"Carbon accounting|Circular economy|Climate change",eng,,"SDG 12: Responsible Consumption and Production|SDG Target 12.1|SDG Target 12.2|SDG Target 12.8","Sustainable consumption and production"
