Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile,climate_relevant,unep_attributed,climate_policy_score,unep_attribution_score,instrument_type,action_stage,evidence_level,climate_justification,unep_justification,evidence_phrases
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,UNDP Kenya - CPD 2022-2026,https://www.undp.org/sites/g/files/zskgke326/files/2022-11/UNDP%20Kenya%20-%20CPD%202022-2026%20-14th%20Nov%202022.pdf,"On disaster risk-informed development, UNDP will support the overall government strategy for reducing and managing climate and disaster risks and impacts.UNDP ...",https://www.undp.org › files › zskgke326 › files,www_undp_org_UNDP_Kenya_CPD_2022_2026.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,National Climate Change Action Plan (NCCAP) III 2023-2027,https://emsi.co.ke/other-publications/national-climate-change-action-plan-nccap-iii-2023-2027/,The National Climate Change Action Plan (NCCAP) III 2023 – 2027 is the third five-year plan that presents the detailed priority actions that Kenya will embark ...,https://emsi.co.ke › other-publications › national-climat...,emsi_co_ke_National_Climate_Change_Action_Plan_NCCAP_III_2023.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Emissions Gap Report 2022,https://www.unep.org/resources/emissions-gap-report-2022,The report finds that only an urgent system-wide transformation can deliver the enormous cuts needed to limit greenhouse gas emissions by 2030: 45 per cent ...,https://www.unep.org › resources › emissions-gap-repo...,www_unep_org_Emissions_Gap_Report_2022.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,National Climate Change Action Plan-NCCAP 2018-2022 ...,https://kenyaclimatedirectory.org/resources/64f2dcc6e90e3,This National Climate Change Action Plan (NCCAP) 2018-2022 is a five-year plan to steer Kenya's climate change action.,https://kenyaclimatedirectory.org › resources,kenyaclimatedirectory_org_National_Climate_Change_Action_Plan_NCCAP_2018_202.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,United Nations Kenya Sustainable ...,https://unsdg.un.org/download/5407/74278,The UNSDCF (or “Cooperation Framework”) is “the most important instrument for planning and implementa- tion of the UN development activities at country level in ...,https://unsdg.un.org › download,unsdg_un_org_United_Nations_Kenya_Sustainable_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Kenya's Adaptation Communication to the United Nations ...,https://unfccc.int/sites/default/files/2025-12/Kenya%27s%20Adcom%20Report%20v6-Jan%202025.pdf,"The policy and legal framework for adaptation includes three National Climate Change Action Plans. (2013-2017, 2018-2022, 2023-2027), NAP (2015-2030), and.",https://unfccc.int › sites › default › files › Kenya'...,unfccc_int_Kenya_s_Adaptation_Communication_to_the_United_Nat.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Kenya's National Climate Change Action Plan 2018-2022,https://www.kenyaclimatedirectory.org/resources/65166a6827794,Abstract: The National Climate Change Action Plan (NCCAP) 2018-2022 aims to further Kenya's development goals by providing mechanisms and measures to ...,https://www.kenyaclimatedirectory.org › resources,www_kenyaclimatedirectory_org_Kenya_s_National_Climate_Change_Action_Plan_2018_2.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Strategies for Mainstreaming Climate Action in Ministries of ...,https://www.financeministersforclimate.org/sites/default/files/inline-files/Strategies%20for%20Mainstreaming%20Climate%20Action%20in%20Ministries%20of%20Finance.pdf,"Considering that climate change is elevating tangible costs, impacting fiscal positions, and heightening financial risks, action is needed to move towards low- ...",https://www.financeministersforclimate.org › files,www_financeministersforclimate_org_Strategies_for_Mainstreaming_Climate_Action_in_Min.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Let the courts decide? The Potential and Limitations of ...,https://www.idea.int/publications/catalogue/html/let-courts-decide-potential-and-limitations-climate-litigation,Long-term legal frameworks are particularly important for holding successive governments accountable for a state's climate obligations. In democratic systems ...,https://www.idea.int › publications › catalogue › html › l...,www_idea_int_Let_the_courts_decide_The_Potential_and_Limitation.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Kenya's Climate Action Initiatives: Multi-Sectoral ...,https://koreascience.kr/article/JAKO202529636050529.page,"Kenya's REDD+ strategy is anchored in national policy frameworks such as the National Climate Change Action Plan (NCCAP), the Forest Conservation and ...",https://koreascience.kr › article › JAKO202529636050529,koreascience_kr_Kenya_s_Climate_Action_Initiatives_Multi_Sectoral_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Successes and Pitfalls of Global Climate Regimes in Kenya,http://ir-library.mmarau.ac.ke:8080/xmlui/bitstream/handle/123456789/17133/381-393.pdf?sequence=1&isAllowed=y,"Although the Act had strong visions, it did not thrust strongly on the mitigation and climate change mitigation strategies. National Adaptation Plan (2015-2030) ...",http://ir-library.mmarau.ac.ke › bitstream › handle,ir-library_mmarau_ac_ke:8080_Successes_and_Pitfalls_of_Global_Climate_Regimes_i.txt,,,,,,,,[SKIPPED] File not found: ir-library_mmarau_ac_ke:8080_Successes_and_Pitfalls_of_Global_Climate_Regimes_i.txt,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Trends in Climate & Legal Action,https://www.linkedin.com/pulse/trends-climate-legal-action-robin-farrell-r3fhf,"The impetus for change is increasing, with new laws, regulations and standards on the way. The ECB Climate and Nature Plan 2024-25 focuses on 3 core areas:.",9 reactions,www_linkedin_com_Trends_in_Climate_Legal_Action.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,"National Environment Policy, 2013",https://faolex.fao.org/docs/pdf/ken147906.pdf,Chapter Nine outlines strategies and actions that will ensure effective implementation of this Policy and the Environmental Management and. Coordination Act.,https://faolex.fao.org › docs › pdf › ken147906,faolex_fao_org_National_Environment_Policy_2013.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,An Inventory of Nature-based Solutions (NbS) in Kenya,https://gca.org/wp-content/uploads/2025/05/26.05.2025.GCA-Kenya-NbS-Compendium-Reco_FINAL.pdf,Figure 26 – Policy and regulatory framework for climate-resilient urban planning in Kenya ... 2021 Climate Change Act and 2023–2027 Action Plan. The ...,https://gca.org › wp-content › uploads › 2025/05,gca_org_An_Inventory_of_Nature_based_Solutions_NbS_in_Keny.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Fact Sheet 1: Climate change adaptation strategies,https://www.mrcmekong.org/wp-content/uploads/2024/08/Fact-sheets-of-intl-experiences-on-the-formulation-implementation-of-t.pdf,"Strategy and action plans are mentioned in the ASEAN policy documentation, but not specific climate impact or adaptation research projects. However ...",https://www.mrcmekong.org › uploads › 2024/08,www_mrcmekong_org_Fact_Sheet_1_Climate_change_adaptation_strategies.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Emissions Gap Report 2023: Broken Record,https://www.unep.org/interactives/emissions-gap-report/2023/,"... Framework on Climate Change (COP 28) . It provides an annual, independent science-based assessment of the gap between the pledged greenhouse gas (GHG) ...",https://www.unep.org › interactives › emissions-gap-rep...,www_unep_org_Emissions_Gap_Report_2023_Broken_Record.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,1,UNEP project Kenya climate change act approved policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Legal Framework and Policy Design,https://aqmx.org/content/legal-framework-and-policy-design,Assess where you are in legal framework and policy to determine which stage you are in and identify the key activities you need to undertake as an air ...,https://aqmx.org › content › legal-framework-and-polic...,aqmx_org_Legal_Framework_and_Policy_Design.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,2,UNEP initiative Kenya national adaptation plan passed policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Review of the Implementation of Kenya's National ...,https://napglobalnetwork.org/wp-content/uploads/2023/01/napgn-en-2023-review-implementation-kenya-agriculture-national-adaptation-plan-2015-2030.pdf,"Policies, plans strategies, and legal frameworks. Contribution to NAP 2015 implementation. General national policies, plans, and strategies. Kenya Vision 2030.",https://napglobalnetwork.org › uploads › 2023/01,napglobalnetwork_org_Review_of_the_Implementation_of_Kenya_s_National_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2022–2026,2,UNEP initiative Kenya national adaptation plan passed policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Kenya launched the National Climate Change Action Plan ...,https://www.facebook.com/EnvironmentClimateChangeForestryKenya/posts/kenya-launched-the-national-climate-change-action-plan-iii-nccap-2023-2027-as-an/847621324213063/,"The new NDCs, set to begin post-Vision 2030, prioritize mitigation and adaptation actions in line with Kenya's draft Long-Term Low Emissions Strategy (2022-2050) ...",10+ reactions,www_facebook_com_Kenya_launched_the_National_Climate_Change_Action_.txt,False,False,0,0,none,none,unclear,,,[]
